"//Set of 6 Gold Standards described in Torvik VI, Smalheiser NR. A quantitative model for linking two disparate sets of articles in Medline. Bioinformatics 2007; 23(13): 1658-1665. This paper has supplemental files. http://dx.doi.org/10.1093/bioinformatics/btm161",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"//target is written as -2 = negative, -1 = unknown, 0 = target, 1= fragment of target, 2 = adjective of target, 3 = target but too general to be useful",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"//some missing values annotated by 99999 (MeSH), 0.9999 (cohesion), or 9999 (year)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrowsmith search,A-lit size,C-lit size,B-term,target,nA,nC,nof MeSH in common,nof semantic categories,cohesion score,n in MEDLINE,1st year in MEDLINE,pAC,on medium stoplist?,on long stoplist?,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,precursor,-1,2,3,3,1,0.119955,18024,1949,0.018655068,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,preparation,-1,1,10,0,0,0.0579825,64874,1939,0.022645475,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,presence,-1,2,9,0,1,0.0553904,33515,1949,0.000159957,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,presenilin-1,0,1,1,1,1,0.232421,310,1995,0.00032785,0,0,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,pretreatment,-1,1,1,0,0,0.0723478,5657,1950,0.081633497,0,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,prevent,-1,14,1,1,0,0.0582866,17403,1942,5.19E-11,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,process,-1,2,2,0,1,0.0425014,56019,1924,0.685131937,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,processing,-1,1,1,0,0,0.0940116,26779,1949,0.652948367,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,produced,-1,4,2,1,0,0.0687383,24359,1925,0.017651304,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,product,-1,2,1,0,1,0.0671806,43678,1936,0.704108255,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,profile,-1,1,1,0,0,0.0504634,30583,1950,0.722419309,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,proline,-1,1,4,2,2,0.133957,3952,1950,2.45E-05,0,0,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,promote,-1,2,3,3,0,0.0917806,9576,1949,0.001394737,0,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,property,-1,3,3,2,1,0.0797947,104949,1936,0.86784794,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,protease,-1,3,1,2,3,0.15758,18027,1949,0.065884782,0,0,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,protective,-1,11,1,3,2,0.0736938,19020,1942,1.22E-07,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,protein,-1,21,221,67,4,0.110508,387667,1913,0,0,0,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,protein a,-1,1,7,4,4,0.118395,9407,1950,1.76E-06,0,0,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,protein coupled receptor,0,1,1,0,5,0.211751,1819,1987,0.010386941,0,0,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,protein interaction,-1,1,1,2,5,0.154365,3070,1953,0.027633833,0,0,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,protein kinase,-1,1,49,4,3,0.196564,31107,1964,0,0,0,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,protein synthesis,-1,1,1,0,2,0.156825,12153,1950,0.268851818,0,0,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,protein tyrosine,-1,2,5,1,3,0.218443,3777,1953,4.61E-08,0,0,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,purification,-1,1,3,1,1,0.19195,43889,1949,0.496758971,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,purine inhibit,-1,1,1,1,1,0.12,5,1979,8.67E-08,0,0,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,radix,-1,1,1,2,1,0.208569,729,1950,0.00177148,0,0,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,rapid,-1,2,6,1,2,0.0699594,45019,1949,0.037659378,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,rat,-1,72,92,70,2,0.105431,574201,1926,0,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,rat brain,-1,6,26,18,4,0.163349,24468,1949,0,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,rat brain development,0,1,1,1,0,0.221358,153,1954,8.06E-05,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,rat cortical,-1,2,1,3,3,0.213774,893,1965,6.49E-05,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,rat cortical neuron,-1,1,1,3,4,0.269569,221,1978,0.000167448,0,0,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,rat exposed,-1,1,1,0,1,0.13687,2090,1950,0.013510373,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,rat hippocampal,-1,2,2,2,1,0.237742,2567,1962,7.35E-05,0,0,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,rat hippocampal slice,-1,1,1,1,1,0.246327,1012,1976,0.003360912,0,0,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,rat sensory,-1,1,1,0,2,0.250855,328,1963,0.000366662,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,receptor,-1,9,113,29,3,0.0956519,238875,1949,0,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,receptor activation,-1,1,2,99999,3,0.108233,2093,1967,0.000775863,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,receptor expression,-1,1,1,0,1,0.119996,3925,1975,0.043125036,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,receptor mediated,-1,1,2,0,3,0.109334,5760,1968,0.01290942,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,redistribution,-1,1,2,2,1,0.0852799,2444,1950,0.00120878,0,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,reduce,-1,8,3,4,0,0.0608166,20177,1949,1.64E-06,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,reduced,-1,4,1,0,0,0.0532524,21367,1939,0.034992575,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,reduction,-1,5,1,0,2,0.0553717,35674,1916,0.081140977,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,regulate,-1,15,16,19,0,0.126057,16948,1949,0,0,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,regulation,-1,37,12,17,2,0.0970983,110862,1941,0,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,regulator,-2,5,2,0,2,0.139025,8536,1949,9.83E-06,0,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,regulatory,-1,4,2,3,1,0.134335,20715,1950,0.00857304,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,regulatory role,-1,1,1,1,0,0.0842446,866,1957,0.002481022,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,related,-1,4,10,1,1,0.0607316,108331,1934,0.07515046,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,relationship,-1,4,4,3,1,0.0511067,109753,1940,0.69271043,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,relative,-1,1,1,0,2,0.0507171,20410,1940,0.506900358,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,released,-1,1,1,0,1,0.0686557,4085,1949,0.046311019,0,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,remodeling,-1,1,3,0,0,0.101003,4945,1950,0.00086541,0,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,require,-1,4,1,0,0,0.107039,8455,1950,0.000807788,0,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,required,-1,1,5,99999,0,0.126757,18443,1936,0.004995028,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,requirement,-1,1,2,99999,1,0.0711547,22905,1940,0.298532221,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,resonance,-1,7,1,0,3,0.146521,38995,1950,0.018228249,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,response,-2,14,1,5,2,0.0657565,231952,1937,0.866244586,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,result,-1,1,2,1,0,0.102505,149120,1902,0.9996357,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,revealed,-1,1,3,1,0,0.0736955,9785,1938,0.009676605,0,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,reversible,-1,6,3,1,1,0.0575543,9931,1949,2.39E-07,0,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,rna,-1,2,1,0,3,0.187926,55782,1953,0.842346117,0,0,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,rodent,-1,2,1,1,2,0.106025,9399,1949,0.045021082,0,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,role,-2,78,12,21,1,0.0480652,239797,1940,0,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,screening,-1,1,1,0,3,0.11455,51509,1949,0.927589032,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,second,-1,1,4,3,1,0.0644268,24117,1949,0.053497854,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,selective,-1,3,5,0,1,0.0578492,45975,1949,0.041672672,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,selectively,-1,1,1,0,1,0.0816726,4244,1952,0.049559727,0,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,sensing,-1,1,1,0,0,0.130056,2789,1956,0.023157929,0,0,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,sensitive,-1,4,3,2,2,0.0840097,33643,1949,0.024532276,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,sensitivity,-1,9,2,3,4,0.0717368,47583,1949,0.002656332,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,sensory,-1,3,3,4,1,0.11154,17483,1949,0.00387365,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,sequence,-1,1,2,1,1,0.182321,75130,1940,0.948656872,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,serial,-1,1,2,0,2,0.0755269,8636,1940,0.036558497,0,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,severe,-1,2,1,0,1,0.078969,55238,1946,0.837593278,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,short term,-1,1,1,99999,1,0.0717854,16050,1949,0.386303289,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,signal,-1,8,7,11,10,0.101715,31745,1949,1.41E-07,0,0,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,signal transduction,-1,2,4,2,1,0.136868,7401,1975,4.51E-05,0,0,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,signaling,-1,23,8,8,1,0.130031,19445,1957,0,0,0,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,signaling pathway,-1,7,1,2,0,0.14605,3824,1984,1.98E-09,0,0,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,single,-1,2,1,0,2,0.0611054,68439,1949,0.923337137,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,single cell,-1,1,1,0,3,0.0979562,2477,1950,0.018579811,0,0,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,site,-1,2,13,5,2,0.106299,80888,1943,0.004093776,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,situ,-1,1,1,99999,0,0.123557,23470,1949,0.581791882,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,size,-1,1,3,0,1,0.0694757,31814,1937,0.275048374,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,slice,-1,2,4,2,0,0.169182,10533,1949,0.000300845,0,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,sodium,-1,3,2,1,3,0.108403,54611,1940,0.477349119,0,0,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,soluble,-1,2,2,2,3,0.0825441,23625,1949,0.137207353,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,source,-1,1,1,0,1,0.0465666,25940,1932,0.635872583,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,specific,-1,2,11,3,1,0.0835915,120085,1940,0.208912364,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,spinal,-1,2,6,3,1,0.131565,60460,1949,0.137291789,0,0,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,spinal cord,-1,1,4,1,2,0.153873,29666,1949,0.105065173,0,0,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,stable,-1,1,1,0,1,0.0765198,14609,1949,0.343564566,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,state,-1,2,2,0,1,0.0443129,101787,1916,0.969480911,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,status,-1,2,1,1,1,0.0670421,66904,1940,0.916099736,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,status epilepticus,-1,1,1,1,2,0.244321,2105,1951,0.013693752,0,0,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,stimulate,-1,5,2,6,0,0.104082,14141,1950,0.000225003,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,stimulated,-1,5,1,0,0,0.0975841,21738,1949,0.010670154,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,strategy,-1,2,1,1,1,0.0485384,32914,1950,0.516667208,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,stress,-1,34,3,23,4,0.103888,65745,1943,0,0,0,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,striatal,-1,1,1,99999,1,0.188587,5786,1950,0.084814185,0,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,stroke,-1,2,2,1,1,0.209172,23242,1949,0.131589788,0,0,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,structure,-1,4,13,11,2,0.139974,140730,1938,0.087043604,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,study,-1,13,10,6,1,0.058626,841406,1902,1,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,subset,-1,1,1,0,0,0.166544,7786,1962,0.138181675,0,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,substrate,-1,1,8,1,1,0.11493,27588,1949,0.000638678,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,subunit,-1,3,34,8,1,0.149383,34727,1953,0,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,suppress,-1,4,1,0,0,0.0918169,6796,1937,0.000303544,0,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,suppression,-1,9,2,3,3,0.0843902,22979,1949,5.55E-06,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,surgery,-2,2,1,0,2,0.11238,160071,1913,0.999833262,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,susceptibility,-1,2,1,0,2,0.112052,25639,1938,0.360114086,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,symposium,-2,1,1,99999,1,0.0659457,18003,1949,0.442150936,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,synaptic,2,2,65,20,1,0.207486,14032,1949,0,0,0,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,synaptosome,-1,1,1,1,1,0.226749,2909,1964,0.025029582,0,0,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,syndrome,-1,1,1,0,2,0.0735855,253912,1949,0.999999986,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,synergistic,-1,2,1,0,1,0.0887384,5194,1949,0.009798085,0,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,synthase,-1,96,7,34,1,0.123504,22696,1953,0,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,synthesis,-1,12,2,6,1,0.101549,131246,1949,0.212710387,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,system,-1,4,8,1,2,0.0453985,252508,1937,0.987344727,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,target,-1,11,7,16,0,0.0789834,23404,1950,4.11E-12,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,targeted,-1,3,1,3,0,0.0968819,6334,1969,0.002126756,0,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,targeted disruption,-1,1,1,2,1,0.147782,526,1990,0.00093267,0,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,targeting,-1,1,15,6,0,0.101952,8417,1971,1.11E-16,0,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,term,-1,3,10,0,1,0.0834399,112308,1949,0.151725042,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,terminal,-1,4,13,4,2,0.101454,32679,1949,5.39E-09,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,therapeutic agent,-1,1,1,1,1,0.0602984,1426,1949,0.006522793,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,three,-1,1,6,99999,0,0.058826,70997,1949,0.3800714,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,tissue,-1,3,4,0,1,0.0851356,173229,1903,0.989102503,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,toxicity,-1,10,1,0,2,0.100767,37949,1949,0.000450706,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,training,-2,1,1,0,2,0.126692,44296,1949,0.882931451,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,transcription,-1,2,2,5,2,0.219111,30968,1950,0.259678675,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,transduction,-2,3,5,3,1,0.121631,10647,1953,4.34E-06,0,0,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,transfer,-1,1,1,0,3,0.0849756,45057,1949,0.888638328,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,transferase,-1,2,1,99999,3,0.132225,8841,1953,0.038744155,0,0,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,transient,-1,5,15,8,2,0.0777076,18941,1949,8.88E-16,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,transient global ischemia,0,1,2,2,2,0.271304,116,1979,1.49E-07,0,0,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,translational,-1,1,1,2,1,0.17853,4122,1963,0.047059754,0,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,translocated,-1,1,1,99999,0,0.121334,339,1953,0.000391429,0,0,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,translocation,-1,3,3,1,3,0.121103,13625,1950,0.00113507,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,transmembrane,-1,1,1,0,2,0.165287,6408,1956,0.100648708,0,0,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,transmission,-1,1,2,0,1,0.100213,29547,1949,0.446331504,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,transport,-1,7,1,4,2,0.12692,57297,1949,0.110830669,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,transporter,-1,1,2,0,3,0.189722,11842,1956,0.077857254,0,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,treated,-1,3,3,1,0,0.0621226,82615,1935,0.684114638,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,treatment,-1,2,1,1,2,0.0838208,567531,1902,1,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,triggered,-1,5,1,0,0,0.074961,2445,1950,8.34E-08,0,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,tumor,-1,15,3,3,1,0.104717,241479,1916,0.711925215,0,0,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,two,-1,3,5,1,1,0.0548606,157388,1903,0.949066294,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,tyrosine,-1,6,22,6,4,0.174092,22183,1949,0,0,0,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,ultrastructural,-1,2,2,2,1,0.127713,27407,1952,0.197292384,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,vertebrate,-1,1,1,0,2,0.137875,7217,1949,0.12232572,0,0,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,vitro,-1,15,2,1,0,0.0793867,163900,1924,0.215024823,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,vivo,-1,11,2,1,0,0.0738185,89823,1949,0.042070785,1,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,voltage,-1,1,4,1,1,0.217611,8989,1949,0.001057988,0,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,voltage gated,-1,1,3,1,1,0.234928,1469,1978,8.48E-06,0,0,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,voltage gated calcium,-1,1,2,1,4,0.24622,262,1982,1.71E-06,0,0,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,well,-1,1,1,99999,2,0.060495,13183,1932,0.300365966,0,1,,,,,,,,,,,,,,
NO and mitochondria vs PSD,786,545,zinc,0,1,2,4,4,0.122933,20725,1949,0.249844801,0,0,,,,,,,,,,,,,,
mGluR5 vs lewy bodies,2032,1141,1b,-1,5,1,1,1,0.112706,1347,1953,4.05E-07,0,0,,,,,,,,,,,,,,
mGluR5 vs lewy bodies,2032,1141,aberrant,-1,1,2,3,1,0.0926841,4499,1949,0.061804127,0,1,,,,,,,,,,,,,,
mGluR5 vs lewy bodies,2032,1141,aberration,-1,1,1,1,1,0.165438,5908,1950,0.327750158,0,1,,,,,,,,,,,,,,
mGluR5 vs lewy bodies,2032,1141,abeta,-1,1,2,99999,0,0.231506,436,1967,0.000101442,0,0,,,,,,,,,,,,,,
mGluR5 vs lewy bodies,2032,1141,abnormal,-1,1,6,2,1,0.0496597,20701,1934,0.122621782,1,1,,,,,,,,,,,,,,
mGluR5 vs lewy bodies,2032,1141,abnormality,-1,3,8,5,1,0.0746496,28616,1946,0.030893251,1,1,,,,,,,,,,,,,,
mGluR5 vs lewy bodies,2032,1141,absence,-1,2,3,0,1,0.0539861,20074,1937,0.368633371,1,1,,,,,,,,,,,,,,
mGluR5 vs lewy bodies,2032,1141,accumulation,-1,9,9,4,1,0.0778541,19492,1944,1.55E-07,1,1,,,,,,,,,,,,,,
mGluR5 vs lewy bodies,2032,1141,acetylcholine,0,6,8,9,3,0.145206,18431,1949,3.01E-05,0,0,,,,,,,,,,,,,,
mGluR5 vs lewy bodies,2032,1141,acetylcholine receptor,-1,1,7,1,3,0.20953,6541,1951,6.40E-05,0,0,,,,,,,,,,,,,,
mGluR5 vs lewy bodies,2032,1141,acetylcholinesterase,-1,1,3,0,4,0.15598,6298,1950,0.038352503,0,0,,,,,,,,,,,,,,
mGluR5 vs lewy bodies,2032,1141,acid,-1,80,3,10,2,0.077929,303782,1924,0.003251392,1,1,,,,,,,,,,,,,,
mGluR5 vs lewy bodies,2032,1141,activated,-1,23,4,9,0,0.111147,33810,1949,3.13E-09,1,1,,,,,,,,,,,,,,
mGluR5 vs lewy bodies,2032,1141,activated protein kinase,1,7,1,4,2,0.236058,4790,1971,7.18E-06,0,0,,,,,,,,,,,,,,
mGluR5 vs lewy bodies,2032,1141,activation,-1,277,1,1,1,0.097677,83542,1949,0,1,1,,,,,,,,,,,,,,
mGluR5 vs lewy bodies,2032,1141,active,-1,13,1,3,4,0.0692355,50520,1939,0.138039269,1,1,,,,,,,,,,,,,,
mGluR5 vs lewy bodies,2032,1141,activity,-1,104,10,15,3,0.0649615,342606,1913,2.31E-07,1,1,,,,,,,,,,,,,,
mGluR5 vs lewy bodies,2032,1141,ad,-2,1,14,99999,3,0.0783442,2080,1950,0,0,0,,,,,,,,,,,,,,
mGluR5 vs lewy bodies,2032,1141,adrenergic,-1,6,1,99999,1,0.192312,20778,1949,0.124308774,0,0,,,,,,,,,,,,,,
mGluR5 vs lewy bodies,2032,1141,adult,-1,30,4,8,1,0.0693812,113446,1938,0.014404608,1,1,,,,,,,,,,,,,,
mGluR5 vs lewy bodies,2032,1141,advance,-1,1,2,0,1,0.048573,18855,1949,0.722093274,1,1,,,,,,,,,,,,,,
mGluR5 vs lewy bodies,2032,1141,affect,-1,7,1,0,1,0.0598874,19607,1938,0.045087921,1,1,,,,,,,,,,,,,,
mGluR5 vs lewy bodies,2032,1141,affective disorder,-1,1,1,1,1,0.222845,3283,1949,0.13932451,0,1,,,,,,,,,,,,,,
mGluR5 vs lewy bodies,2032,1141,affinity,-1,12,1,1,1,0.124659,23154,1950,0.000976704,1,1,,,,,,,,,,,,,,
mGluR5 vs lewy bodies,2032,1141,affinity agonist,-1,1,1,1,0,0.147881,102,1968,0.000202463,1,1,,,,,,,,,,,,,,
mGluR5 vs lewy bodies,2032,1141,age,-1,6,4,2,1,0.121301,87747,1913,0.979116414,1,1,,,,,,,,,,,,,,
mGluR5 vs lewy bodies,2032,1141,aged,-1,5,6,2,1,0.106728,26783,1916,0.020474727,1,1,,,,,,,,,,,,,,
mGluR5 vs lewy bodies,2032,1141,aging,-1,3,7,6,2,0.0915146,25661,1950,0.035473202,1,1,,,,,,,,,,,,,,
mGluR5 vs lewy bodies,2032,1141,agonist,-1,210,1,5,1,0.0891863,22505,1952,0,1,1,,,,,,,,,,,,,,
mGluR5 vs lewy bodies,2032,1141,agonist binding,-1,2,1,1,2,0.148272,374,1974,6.46E-05,1,1,,,,,,,,,,,,,,
mGluR5 vs lewy bodies,2032,1141,akinesia,-1,2,2,1,2,0.154995,305,1951,5.35E-07,0,0,,,,,,,,,,,,,,
mGluR5 vs lewy bodies,2032,1141,alpha,-2,44,88,53,2,0.0830075,127808,1949,0,1,1,,,,,,,,,,,,,,
mGluR5 vs lewy bodies,2032,1141,alpha6,-1,1,1,0,1,0.153906,106,1995,0.000218538,0,0,,,,,,,,,,,,,,
mGluR5 vs lewy bodies,2032,1141,als,-1,2,1,2,0,0.142791,1316,1955,0.002449613,0,0,,,,,,,,,,,,,,
mGluR5 vs lewy bodies,2032,1141,alteration,-1,3,11,5,1,0.0655171,33035,1949,0.00766472,1,1,,,,,,,,,,,,,,
mGluR5 vs lewy bodies,2032,1141,altered,-1,9,6,7,0,0.0690192,16734,1937,2.31E-06,1,1,,,,,,,,,,,,,,
mGluR5 vs lewy bodies,2032,1141,altered expression,-1,3,1,3,1,0.10469,775,1969,2.07E-05,1,1,,,,,,,,,,,,,,
